trip_id,duration,start_time,end_time,start_station,start_lat,start_lon,end_station,end_lat,end_lon,bike_id,plan_duration,trip_route_category,passholder_type,bike_type
134867493,25,1/1/2020 0:16,1/1/2020 0:41,3063,34.048038,-118.253738,4491,34.04744,-118.24794,18419,30,One Way,Monthly Pass,electric
134867799,35,1/1/2020 0:24,1/1/2020 0:59,4285,,,4354,34.017681,-118.409081,15661,1,One Way,One Day Pass,smart
134868104,37,1/1/2020 0:31,1/1/2020 1:08,4344,34.014309,-118.491341,4322,34.005871,-118.429161,15848,1,One Way,Walk-up,smart
134868103,36,1/1/2020 0:32,1/1/2020 1:08,4344,34.014309,-118.491341,4322,34.005871,-118.429161,16053,1,One Way,Walk-up,smart
134868102,35,1/1/2020 0:33,1/1/2020 1:08,4344,34.014309,-118.491341,4322,34.005871,-118.429161,15694,1,One Way,Walk-up,smart
134867697,18,1/1/2020 0:35,1/1/2020 0:53,4472,34.092602,-118.28093,4306,34.057652,-118.292183,18937,1,One Way,One Day Pass,electric
134867696,18,1/1/2020 0:35,1/1/2020 0:53,4472,34.092602,-118.28093,4306,34.057652,-118.292183,19895,30,One Way,Monthly Pass,electric
134868099,30,1/1/2020 0:37,1/1/2020 1:07,3082,34.04652,-118.237411,3036,34.039188,-118.232529,6437,1,One Way,Walk-up,standard
134868098,29,1/1/2020 0:38,1/1/2020 1:07,3082,34.04652,-118.237411,3036,34.039188,-118.232529,5783,1,One Way,Walk-up,standard
134934234,1440,1/1/2020 0:38,1/2/2020 13:03,3082,34.04652,-118.237411,3048,34.041691,-118.235352,12348,1,One Way,Walk-up,standard
134867492,5,1/1/2020 0:38,1/1/2020 0:43,3062,34.047749,-118.243172,3062,34.047749,-118.243172,12362,1,Round Trip,Walk-up,standard
134867795,19,1/1/2020 0:39,1/1/2020 0:58,3082,34.04652,-118.237411,3048,34.041691,-118.235352,5963,1,One Way,Walk-up,standard
134867592,6,1/1/2020 0:41,1/1/2020 0:47,3069,34.05088,-118.248253,3005,34.0485,-118.258537,6672,30,One Way,Monthly Pass,standard
134867693,8,1/1/2020 0:42,1/1/2020 0:50,4491,34.04744,-118.24794,3075,34.04211,-118.256187,18419,30,One Way,Monthly Pass,electric
134867692,3,1/1/2020 0:48,1/1/2020 0:51,3005,34.0485,-118.258537,3052,34.051102,-118.264557,17812,30,One Way,Monthly Pass,electric
134867992,14,1/1/2020 0:51,1/1/2020 1:04,3075,34.04211,-118.256187,3005,34.0485,-118.258537,18419,30,One Way,Monthly Pass,electric
134873722,7,1/1/2020 1:06,1/1/2020 1:13,3005,34.0485,-118.258537,3000,,,18419,30,One Way,Monthly Pass,electric
134868594,23,1/1/2020 1:09,1/1/2020 1:32,3037,34.034801,-118.231277,4220,34.074829,-118.258728,19370,30,One Way,Monthly Pass,electric
134868898,27,1/1/2020 1:22,1/1/2020 1:49,4447,34.0616,-118.28199,4410,34.063351,-118.296799,16740,30,One Way,Monthly Pass,electric
134868593,7,1/1/2020 1:26,1/1/2020 1:33,3074,34.04417,-118.261169,3067,34.045181,-118.250237,18841,30,One Way,Monthly Pass,electric
134868999,27,1/1/2020 1:27,1/1/2020 1:54,4472,34.092602,-118.28093,3051,34.045422,-118.253517,17731,30,One Way,Monthly Pass,electric
134868998,26,1/1/2020 1:28,1/1/2020 1:54,4472,34.092602,-118.28093,3051,34.045422,-118.253517,16523,30,One Way,Monthly Pass,electric
